Store Name,Address,Instagram,Store Type,City,# of Stores,State,ZIP Code,Customers,Brands,Categories,Specialties,Website,Phone,Facebook,Twitter
Oshkosh Food Co-Op,"Oshkosh Food Co-op, 155 Jackson Street, Oshkosh, WI 54901, United States of America",https://www.instagram.com/oshkosh_food_coop/,Co-op,Oshkosh,2,WI,54901,,chomps; unreal_snacks; rishi_tea,,,,(920)312-7220,,
Our,"1010 Lafayette Street, Richmond, VA 23221, USA",https://www.instagram.com/direct/t/17843209475292675/,Boutique Grocer,,5,VA,23221,,alice_mushrooms; narra; rishi_tea; spice_walla; zabs_hot_sauce,Beauty; Housewares; Decor; Candles; Serveware; Dinnerware; Drinkware; Clothing; Jewelry; Accessories,curated; artisanal,,,,
Outside,"7568 Soquel Drive, Aptos, CA, 95003",https://www.instagram.com/direct/t/110484397016488/,Independent Grocery,Aptos,1,CA,95003,,spice_walla,,,,,,
Oven & Tap,"215 South Main Street, Bentonville, AR 72712, United States of America",https://www.instagram.com/direct/t/115439836520215/,Independent Grocery,Bentonville,1,AR,72712,,graza,,,,,,
Oven Depot,"Powell Street & Bush Street, 972 Bush Street, San Francisco, CA 94108, United States of America",https://www.instagram.com/direct/t/17844035615311443/,Independent Grocery,San Francisco,1,CA,94109,,graza,,,,,,
Oxbow,"6765 Canal Road, Valley View, OH 44125, United States of America",https://www.instagram.com/oxbowpies/,Independent Grocery,Valley View,3,OH,44125,,chikka_chikka; fish_wife; graza; rishi_tea,,,,,,
P.S. The Letter,"2100 Hulen Street, Fort Worth, TX, 76107",https://www.instagram.com/direct/t/109514170448748/,Independent Grocery,Fort Worth,1,TX,76107,,spice_walla,,,,,,
Pacific Market,"Asian Pacific Market, 615 Wooten Road, Colorado Springs, CO 80915, United States of America",https://www.instagram.com/direct/t/104817274421732/,Independent Grocery,,8,CO,80915,,blobs; cauli_puffs; coconut_cult; freestyle_snacking; narra; rishi_tea; smash_foods; whims; stellar_snacks; unreal_snacks,,,,,,
Pacific Ranch Market,"Yorktown-Pacific Ranch, West Yorktown Avenue, Huntington Beach, CA 92648, United States of America",https://www.instagram.com/direct/t/103985327663380/,International Grocery,,3,CA,92648,,blobs; brightland; coconut_cult,,,,,,
Pacific Treasures & Gourmet,"114 East Main Street, Visalia, CA, 93291",https://www.instagram.com/direct/t/102345247832540/,Independent Grocery,Visalia,1,CA,93291,,spice_walla,,,,,,
Page,"1110 Front Street, Conway, AR 72032, United States of America",https://www.instagram.com/direct/t/17850770942689345/,Independent Grocery,Conway,2,AR,72032,,graza; stellar_snacks,,,,,,
Palma Ceia Village Hlth Mkt,"The Brunchery, 3225 South Macdill Avenue, Tampa, FL 33629, United States of America",https://www.instagram.com/the_brunchery/,Deli/Prepared Foods,TAMPA,2,FL,33629,,a_dozen_cousins; unreal_snacks,Breakfast; Brunch; Lunch; Catering; Gluten-Free Options; Salads; Burgers; Waffles; Benedicts; Private Events,gluten-free; artisanal; prepared foods; local,,,https://www.facebook.com/Brunchery/,
Pane Damore,"Pane  d'Amore, 617 Tyler Street, Port Townsend, WA 98386, United States of America",https://www.instagram.com/pt_pane_d_amore/,Bakery,Port Townsend,1,WA,98368,,graza,,artisanal; local,,,https://www.facebook.com/profile.php?id=100057597662163&mibextid=LQQJ4d,
Pangaea Naturals,"Anna Bananas Bakery & Candy, 657 East Bay Avenue, Stafford Township, NJ 08050, United States of America",https://www.instagram.com/annabananasbakerynj/,Boutique Grocer,MANAHAWKIN,4,NJ,8050,,a_dozen_cousins; rishi_tea; evies_snacks; fish_wife; unreal_snacks,Custom Cakes; Candy Store; Party Platters; Wedding Cakes; Cookies; Cupcakes; Pies; Desserts,artisanal; small-batch,,,https://www.facebook.com/AnnaBananasBakeryNJ,
Papagenos Wine & Provisions,"1201 North Federal Highway, Fort Lauderdale, FL 33304, United States of America",https://www.instagram.com/direct/t/17848409705955926/,Wine/Beer/Liquor,Fort Lauderdale,1,FL,33304,,brightland; masa_chips,,,,,,
Papas Meat & Seafood Co.,"Papa's Meat & Seafood Co., 445 South Glenoaks Boulevard, Burbank, CA 91502, United States of America",https://www.instagram.com/papas.meat.seafood.la/,Deli/Prepared Foods,Burbank,1,CA,91502,,fish_wife; graza,Seafood; Marinated Options; Steaks; Caviar; Sandwiches; Gourmet; Wagyu; Prepared Foods; Meat; Iberico,premium; prepared foods; gourmet; responsibly-sourced,,,,
Paper Cranes,"15 S Montana St, Butte, MT, 59701",https://www.instagram.com/direct/t/17843361854643258/,Independent Grocery,Butte,1,MT,59701,,spice_walla,,,,,,
Paper Skyscraper,"330 East Blvd, Charlotte, NC 28203, USA",https://instagram.com/paperskyscraper,Boutique Grocer,,2,NC,28203,,alice_mushrooms; spice_walla,Apparel & Accessories; Arts & Crafts; Bags & Wallets; Barware; Books; Candles; Cards; Coffee & Tea; Drinkware; Home Decor,local; unique; artisanal; curated,,,https://facebook.com/paperskyscraper,
Paradox At Peco,"248 S Cooper St., Memphis, TN, 38104",https://www.instagram.com/direct/t/17842059836708331/,Independent Grocery,Memphis,1,TN,38104,,spice_walla,,,,,,
Park,"4504 Park Boulevard, San Diego, CA 92116, United States of America",https://instagram.com/foodcoop,Independent Grocery,San Diego,17,CA,92116,,behave; realsy; bjorn_qorn; blobs; zabs_hot_sauce; whims; bon_bon_swedish_candy; brightland; cauli_puffs; chikka_chikka; glonuts; joon; masa_chips; narra; stellar_snacks; rishi_tea; smash_foods; stuzzi,Bulk; Beverages; Snacks; Health Foods; Local; Dairy; Produce; Prepared Foods; Organic; Artisanal,artisanal; prepared foods; organic; sustainable; local; farm-to-table,,,,
Parkside Cafe,"43 Arenal Avenue, Stinson Beach, CA 94970, United States of America",https://www.instagram.com/parksidecafestinsonbeach/,Coffee Shop/Cafe,Stinson Beach,1,CA,94970,,droosh,Breakfast; Lunch; Dinner; Pizza; Take Out; Bakery; Marketplace; Snacks; Coffee; Private Dining,local; seasonal; artisanal; curated,https://www.parksidecafe.com/,415) 868-1272,,
Pasco Farm Shop,"Relish, 107 South Broad Street, Thomasville, GA 31792, United States of America",https://www.instagram.com/relishtvl/?hl=en,Boutique Grocer,Thomasville,2,GA,31792,,fish_wife; rishi_tea; spice_walla,Gourmet Foods; Dutch Ovens; Wine; Gifts; Mixing Bowls; Whiskey Glasses; Cast Iron; Tabletop; Cookware; Kitchenware,artisanal; gourmet; curated; local,,,https://www.facebook.com/RelishTVL,
Pcc,"Petco, 22621 Bothell-Everett Highway, Bothell, WA 98021, United States of America",https://www.instagram.com/pccmarkets/,Boutique Grocer,BOTHELL,40,WA,98021,,a_dozen_cousins; rishi_tea; chomps; unreal_snacks; smash_foods; coconut_cult; fish_wife; pistakio; freestyle_snacking; yolele,Dog; Cat; Fish; Reptile; Small Pet; Bird; Pet Pharmacy; Grooming; Training; Pet Services; Bulk; Deli; Health & Body Care; Produce; Dairy & Cheese; Special Orders; Meat & Seafood; Wine & Beer; Cooking Classes; Grocery; Bakery; Prepared Foods; Pet Food; Pet Supplies; Manicure; Pedicure; Acrylic Nails; Eyebrows Tattoo; Eyelashes Extensions; Facial; Waxing; Classes & Events; Hot Food; Pizzeria; Café,organic; sustainable; emerging brands; curated; local; seasonal; co-op; prepared foods; zero-waste; healthy communities; cooperative; artisanal; farm-to-table; personal training; specialized; community-focused; sanitized; comfortable; friendly,,,https://www.facebook.com/hustlefitgym,[object Object]
Peak,"145 OYSTER CREEK DRIVE, LAKE JACKSON, TX",https://www.instagram.com/direct/t/103356177733056/,Independent Grocery,LAKE JACKSON,3,TX,77566,,rishi_tea; spice_walla,,,,,,
Pelican Point Seafood,"933 Dodecanese Boulevard, Tarpon Springs, FL 34689, United States of America",https://www.instagram.com/pelican_point_seafood/,Independent Grocery,Tarpon Springs,1,FL,34689,,brightland; zabs_hot_sauce,,,,,,
Pendulum Fine Meats,"820 Shirley Avenue, Norfolk, VA 23517, United States of America",https://www.instagram.com/direct/t/113837800011028/,Independent Grocery,Norfolk,2,VA,23517,,brightland; whims; spice_walla,,,,,,
Penflora Designs,"1243 Howard Avenue, Burlingame, CA 94010, United States of America",https://www.instagram.com/penflora_designs/?hl=en,Boutique Grocer,Burlingame,1,CA,94010,,brightland,Flower Arrangements; Decor; Wearable Accessories; Garden Consulting; Handcrafted Items; Vintage Goods; Sustainable Products; Home Decor; Candles; Floral Workshops,sustainable; curated; handcrafted; vintage; artisanal,https://www.penfloradesigns.com/,(650) 483-7834,https://www.facebook.com/penflora/,
Pennymade,"Reps & Restore, 1981 Jessup Drive, Fort Collins, CO 80525, United States of America",http://instagram.com/repsandrestore,Independent Grocery,Fort Collins,3,CO,80525,,brightland; masa_chips; spice_walla,,wellness; fitness; recovery; infrared sauna; cold plunge; community support,,(970) 966-1909,http://facebook.com/share/rLC5qg4QuMRUZKoc/?mibextid=LQQJ4d,
Pepperjack Provisions,"Pepper jack, 1232 9th Avenue, San Francisco, CA 94122, United States of America",https://www.instagram.com/pepperjack.provisions/,Deli/Prepared Foods,San Francisco,3,CA,94122,,brightland; zabs_hot_sauce; fish_wife; pistakio; rooted_fare,,,,,,
Perch Home And Hospitality,"152 North Water Avenue, Gallatin, TN 37066, United States of America",https://www.instagram.com/direct/t/17843758007610869/,Independent Grocery,Gallatin,3,TN,37066,,fish_wife; fly_by_jing; spice_walla,,,,,,
Persimmon Tree Foods And Gifts,"790 NE A St., Linton, IN, 47441",https://www.instagram.com/direct/t/17845254428479603/,Supermarket,Linton,2,IN,47441,,spice_walla,,,,,,
Peters Cornucopia,"1 New Hartford Shopping Center, New Hartford, NY 13413, United States of America",https://www.instagram.com/royalrivernaturalfoods/,Independent Grocery,New Hartford,5,NY,13413,,a_dozen_cousins; bjorn_qorn; unreal_snacks; evies_snacks; loisa; rishi_tea,Frozen Meals; Health & Beauty; Wine & Beer; Ready-to-Go Meals; Supplements; Groceries; Dairy; Produce; Meats; Baked Goods,organic; Maine-grown; sustainable; local,,,https://www.facebook.com/Royal-River-Natural-Foods-122148754472802/?fref=ts,https://twitter.com/intent/follow?original_referer=https%3A%2F%2Fwww.nycgovparks.org%2F&ref_src=twsrc%5Etfw&screen_name=nycparks
Petersons Groves & Nursery,"3375 66TH AVE, VERO BEACH, FL",https://www.instagram.com/direct/t/113202030225270/,Independent Grocery,VERO BEACH,1,FL,32966,,rishi_tea,,,,,,
Petes Fresh Market,"Pete's Market, 5838 South Pulaski Road, Chicago, IL 60629, United States of America",https://www.instagram.com/petesfreshmarket/,Specialty/Gourmet Grocery,Matteson,15,IL,60629,,chomps; unreal_snacks; rishi_tea; the_only_bean; yolele,Seafood; Beverages; Snacks; Health Foods; Meat; Dairy; Bakery; Produce; Frozen Foods; Catering; Grocery; International Foods; Organics; Special Diets; Gift Cards; Fresh Living; Grocery Pickup & Delivery; Departments,prepared foods; organic; sustainable; local; international,,(708)572-8300,https://www.facebook.com/petesfreshmarket,
Petrikor,"2201 Baker Avenue, Everett, WA 98201, United States of America",https://www.instagram.com/direct/t/114316253288748/,Independent Grocery,Everett,1,WA,98201,,graza,,,,,,
Phillips Farms Stand,"564 Milford Warren Glen Road, Milford, NJ, 8848",https://www.instagram.com/direct/t/108357280555855/,Independent Grocery,Milford,1,NJ,8848,,spice_walla,,,,,,
Pick Rite,"Pick-Rite Thriftway, 211 East Wynooche Avenue, Montesano, WA 98563, United States of America",https://www.instagram.com/pickritethriftway/,Independent Grocery,,3,WA,98563,,blobs; unreal_snacks; rishi_tea; yolele,Bakery; Deli; Floral; Party Trays; Wedding Cakes; Community; Customer Service Offers; Kids Club; Weekly Ad; Recipes,local; artisanal; prepared foods,,,https://www.facebook.com/Pick-Rite-Thriftway-1588553034737663,
Pickle & Ash,"21559 Jeb Stuart Highway, Stuart, VA, 24171",https://www.instagram.com/direct/t/17843313824489729/,Independent Grocery,Stuart,1,VA,24171,,spice_walla,,,,,,
Pierogi Boys,"57-34 Catalpa Avenue, Ridgewood, NY, 11385",http://instagram.com/pierogiboys,Independent Grocery,Ridgewood,5,NY,11385,,bjorn_qorn; rishi_tea; brightland; one_trick_pony; diaspora_co; loisa; pistakio,,artisanal; prepared foods; local,,,,
Pilgrims Market,"1316 N 4th St, Coeur dAlene, ID",https://www.instagram.com/direct/t/101246597938481/,Independent Grocery,Coeur dAlene,4,ID,83814,,a_dozen_cousins; chomps; unreal_snacks; graza; joon; rishi_tea,,,,,,
Pilimoth General,"44 Main St., Plymouth, MA, 02360",https://www.instagram.com/direct/t/17842795487765926/,Gift/Specialty Shop,Plymouth,1,MA,2360,,spice_walla,,,,,,
Pilon,"2430 North Mesa Street, El Paso, TX 79902, United States of America",https://www.instagram.com/pilonwineelpaso/,Independent Grocery,El Paso,1,TX,79902,,fish_wife; graza,,,,,,
Pineapple Tahoe,"Coldwell Banker - Tristan Roberts & Associates - North Lake Tahoe Ca Real Estate Broker, 475 North Lake Boulevard, Tahoe City, CA 96145, United States of America",https://www.instagram.com/pineapple.tahoe/,Independent Grocery,Tahoe City,1,CA,96145,,brightland,,,,(530) 583-1388,,
Pinwheel Provisions,"860 W. Lancaster Ave, Bryn Mawr, PA, 19010",https://www.instagram.com/pinwheelprovisions/,Deli/Prepared Foods,Bryn Mawr,2,PA,19010,Zuva,bjorn_qorn; spice_walla,Beverages; Prepared Foods; Snacks; Healthy Meals; Pastries; Sandwiches; Soups; Salads; Pantry Goods; Local Ingredients,local; artisanal; prepared foods; sustainable,,,https://www.facebook.com/PinwheelProvisions/,
Pip And Anchor,"The Crown and Anchor, 247 Commercial Street, Provincetown, MA 02657, United States of America",https://www.instagram.com/onlyatthecrown/,Independent Grocery,nantucket,2,MA,2554,,fish_wife; graza; masa_chips,,entertainment; LGBTQ+; community-focused,,,https://www.facebook.com/onlyatthecrown,
Pistil & Page,"72 Kingsbury Street, Gardiner, ME 04345, United States of America",https://www.instagram.com/direct/t/108024913923070/,Independent Grocery,Gardiner,1,ME,4345,,spice_walla,,,,,,
Pita Inn Meat Market And Bakery,"Pita Inn Market & Bakery, 3924 Dempster Street, Skokie, IL 60076, United States of America",https://www.instagram.com/pitainnmarket/,Bakery,Skokie,2,IL,60076,Zuva,brightland; realsy; rishi_tea,Condiments; Dairy; Bakery; Beverages; Spices; Snacks; Mediterranean Goods; Middle Eastern Pies; Meat; Frozen Foods,international; artisanal; freshly baked; diverse; halal,,,https://www.facebook.com/PitaInnMarket,
Pizazz,"403 Central Avenue, Great Falls, MT 59401, United States of America",https://www.instagram.com/direct/t/101629687899990/,Independent Grocery,Great Falls,1,MT,59401,,fish_wife; spice_walla,,,,,,
Pizza School Nyc,"Pizza a Casa - Pizza School, 371 Grand Street, New York, NY 10002, United States of America",http://instagram.com/pizzaschool,Boutique Grocer,New York,1,NY,10002,,chikka_chikka,Pizza-Making Classes; Team-Building Events; Private Events; Gift Certificates,artisanal; gourmet,,,http://www.facebook.com/pizzaschool,
Planet,"1951 LATHAM AVENUE, LIMA, OH",https://www.instagram.com/direct/t/101744724563689/,Independent Grocery,LIMA,3,OH,45805,,rishi_tea; spice_walla; unreal_snacks,Snorkeling; Fishing; Kayaking; Eco-Tours; Customized Tours,sustainable; local; eco-friendly; adventure; customized,,,https://www.facebook.com/captainplanetcharters/,
"Play, Llc","Speak Write Play, LLC, 1346 How Lane, New Brunswick, NJ 08902, United States of America",https://www.instagram.com/speakwriteplay,Independent Grocery,,1,NJ,8902,,narra,Editing and Proofreading Services; English Language Arts Tutoring; English as a Second Language Instruction; Courses; Workshops,professional; courteous; learner-centered; customized; interactive,,,https://www.facebook.com/SpeakWritePlayEnglish/,https://twitter.com/speakwriteplay
Ploskys Delicatessen,"1201 Main Street, Carbondale, CO 81623, United States of America",https://www.instagram.com/ploskysdeli/,Deli/Prepared Foods,Carbondale,2,CO,81623,,brightland; graza,,,,(970) 205-9733,,
Plum Market,"Plum Market, 375 North Maple Road, Ann Arbor, MI 48103, United States of America",https://www.instagram.com/direct/t/109533963768031/,Independent Grocery,Ann Arbor,14,MI,48103,,btr_bar; smash_foods; unreal_snacks; chomps; coconut_cult; fish_wife; rishi_tea,Seafood; Beverages; Snacks; Health Foods; Bakery; Produce; Prepared Foods; Meats; Catering; Grocery,historic; unique setting; event space; gourmet; sustainable; local; organic; artisanal; prepared foods,,,https://www.facebook.com/a2parksmi,https://x.com/A2Parks
Plume,"5751 South Route K, Columbia, MO, 65203",https://www.instagram.com/direct/t/121768122548614/,Independent Grocery,Columbia,1,MO,65203,,spice_walla,,,,,,
Pomegranate Home And Garden,"120 NE Bend River Mall Drive, Bend, OR 97703, United States of America",https://www.instagram.com/direct/t/103386394396228/,Independent Grocery,Bend,1,OR,97703,,graza,,,,,,
Pomegranate Market,"4815 South Louise Avenue, Sioux Falls, SD 57106, United States of America",https://www.instagram.com/thepomegranatemarket/,Independent Grocery,SD,6,SD,57106,,btr_bar; chomps; drumroll_donuts; evies_snacks; graza; rishi_tea; unreal_snacks,Meat & Butcher; Prepared Foods; Fish; Produce; Bakery; Cheese; Sushi; Dips & Salads; Gourmet; Kosher,kosher; prepared foods; gourmet,,,https://www.facebook.com/thepompeople,https://x.com/thepompeople?lang=en
